text,author
"দেবদাস কহিল, তুমি যাবার পরেই আমি বাড়ি গিয়েছিলাম। একজন দাসী— যে তোমাকে বৌঠাকরুনের কাছে নিয়ে গিয়েছিল, তার কাছেই শুনতে পাই,—কাল অশথঝুরি গাঁ থেকে একজন স্ত্রীলোক এসেছিল, সে ভারী সুন্দরী। আর কি বুঝতে বাকী থাকে! কিন্তু এত গয়না আবার গড়ালে কেন? চন্দ্রমুখী বলিল, গড়াই নি, এ-সব গিল্টির গয়না, কলকাতায় এসে কিনেচি। তবুও দেখ দেখি, তোমার জন্য আমার কত বাজে খরচ করতে হল! অথচ কাল আমাকে তুমি চিনতেও পারলে না।
দেবদাস হাসিয়া উঠিল; বলিল, একেবারে চিনতে পারিনি, কিন্তু যত্নটি চিনেছিলাম। অনেকবার মনে হয়েছিল, আমার চন্দ্রমুখী ছাড়া এত যত্ন কার? আনন্দে চন্দ্রমুখীর কাঁদিতে সাধ হইল। কিছুক্ষণ চুপ করিয়া থাকিয়া কহিল, দেবদাস, আমাকে আর তত ঘৃণা কর না—না?
দেবদাস জবাব দিল, না। বরং ভালবাসি।
দুপুরবেলা স্নান করিবার সময় চন্দ্রমুখী দেখিল, দেবদাসের পেটে একখণ্ড ফ্লানেল বাঁধা আছে। ভয় পাইয়া বলিল, ও কি, ফ্লানেল বেঁধেছ কেন? দেবদাস বলিল, পেটে একটু ব্যথা বোধ করি— তুমি অমন করচ কেন?",Shorot Chandro
"চন্দ্রমুখী কপালে করাঘাত করিয়া কহিল, সর্বনাশ করনি ত? লিভারে ব্যথা হয়নি ত?
দেবদাস হাসিয়া কহিল, চন্দ্রমুখী, বোধ হয় তাই হয়েচে।
সেইদিন ডাক্তার আসিয়া বহুক্ষণ পরীক্ষা করিয়া ঠিক এই আশঙ্কাই করিয়া গেলেন, ঔষধ দিলেন, এবং জানাইলেন যে যথেষ্ট সাবধানে না থাকিলে বিষম অনিষ্ট ঘটিতে পারে। অর্থ উভয়েই বুঝিল। বাসায় সংবাদ দিয়া ধর্মদাসকে আনা হইল, চিকিৎসার জন্য ব্যাঙ্ক হইতে টাকা আনা হইল। দু'দিন অমনি গেল,
কিন্তু তৃতীয় দিনে তাহার জ্বর দেখা দিল।
দেবদাস চন্দ্রমুখীকে ডাকিয়া কহিল, খুব সময়ে এসেছিলে, নাহলে হয়ত আর দেখতেই পেতে না। চোখ মুছিয়া চন্দ্ৰমুখী প্রাণপণে সেবা করিতে বসিল। যুক্তকরে প্রার্থনা করিল, ভগবান, অসময়ে এতখানি কাজে লাগিব, এ আশা স্বপ্নেও করি নাই, কিন্তু দেবদাসকে ভাল করিয়া দাও।",Shorot Chandro
"রায় মাসাধিক কাল দেবদাস শয্যায় পড়িয়া রহিল, তাহার পর ধীরে ধীরে আরোগ্য হইতে লাগিল, অসুখ তেমন গুরুতর হইতে পারিল না। এই সময়ে একদিন দেবদাস কহিল, চন্দ্রমুখী, তোমার নামটা মস্ত বড়, সর্বদা ডাকতে অসুবিধা হয়, — একটু ছোট করে নিতে চাই। -
চন্দ্রমুখী বলিল, বেশ ত।
দেবদাস কহিল, তবে আজ থেকে তোমাকে বৌ বলে ডাকব।
চন্দ্ৰমুখী হাসিয়া উঠিল ৷ কহিল, তা যেন ডাকলে কিন্তু একটা মানে থাকা ত চাই ।
সব কথার কি মানে থাকে?
যদি সাধ হয়ে থাকে, তাই ডেকো, কিন্তু এ সাধ কেন তাও বলবে না?
না; কখনো কারণ জিজ্ঞাসা করতেও পাবে না।
চন্দ্ৰমুখী ঘাড় নাড়িয়া বলিল, বেশ তাই হবে।",Shorot Chandro
"চন্দ্রমুখীর চোখ দিয়া জল পড়িতে লাগিল। তখন বহু পরিশ্রমে টলিয়া টলিয়া তাহার গলা ধরিয়া কোনক্রমে উঠিয়া দাঁড়াইয়া কিছুক্ষণ মুখপানে চাহিয়া বলিল, বাঃ, এ যে খাসা জিনিস!
চন্দ্রমুখীর কান্নায় হাসি মিশিল; কহিল, হাঁ; বেশ জিনিস; এখন আপাতত আমার কাঁধে ভর দিয়ে একটু এগিয়ে চল, একটা গাড়ি চাই ত! তা চাই বৈ কি! পথে আসিতে আসিতে দেবদাস জড়িতকণ্ঠে কহিল, সুন্দরী, আমাকে তুমি চেন?
চন্দ্ৰমুখী কহিল, চিনি দেবদাস গাহিয়া উঠিল, — অন্য লোকে ভুয়া দেয় ভাগ্যে আমি চিনি—তাহার পর গাড়িতে বসিয়া চন্দ্রমুখীর কাঁধে ভর দিয়া বাটী আসিয়া উপস্থিত হইল।
দ্বারের নিকট দাঁড়াইয়া পকেটে হাত দিয়া কহিল, সুন্দরী! কুড়িয়ে ত আনলে, কিন্তু পকেটে যে কিছু নেই—
চন্দ্রমুখী নীরবে তাহার হাত ধরিয়া টানিয়া আনিয়া একেবারে বিছানায় শোয়াইয়া দিয়া কহিল, ঘুমোও। দেবদাস তেমনি জড়িতকণ্ঠে কহিল, কিছু মতলব আছে নাকি? এই যে বললাম পকেট খালি, – কিছু আশা নেই। বুঝলে রূপসী! রূপসী তাহা বুঝিয়াছিল; কহিল, কাল দিয়ো।",Shorot Chandro
"দেবদাস বলিল, এতটা বিশ্বাস ত ভাল নয়—কি চাও খুলে বল দেখি? চন্দ্রমুখী কহিল, কাল শুনো—বলিয়া পাশের ঘরে চলিয়া গেল।
দেবদাসের যখন ঘুম ভাঙ্গিল তখন বেলা হইয়াছিল। ঘরে কেহ ছিল না।
চন্দ্রমুখী স্নান করিয়া নীচে রান্নার উদ্যোগে গিয়াছে। দেবদাস চাহিয়া দেখিল, এ ঘরে কখন সে আসে নাই, একটি জিনিসও চিনিতে পারিল না। তাহার গত রাত্রের কোন কথাই মনে পড়িল না; শুধু স্মরণ হইল কাহার একটা আন্তরিক সেবা। কে যেন বড় স্নেহ করিয়া টানিয়া আনিয়া ঘুম পাড়াইয়া দিয়াছিল। এই সময়ে চন্দ্রমুখী ঘরে প্রবেশ করিল। রাত্রের সাজসজ্জার সে অনেকখানি পরিবর্তন করিয়াছিল। গায়ে গহনাগুলি ছিল বটে, কিন্তু পরনে রঙ্গিন কাপড়, কপালে টিপ, মুখে পানের দাগ—এ-সকল ছিল না। নিতান্তই একখানি সাদাসিধা কাপড় পরিয়া ঘরে ঢুকিয়াছিল। দেবদাস মুখপানে চাহিয়া হাসিয়া উঠিল, কোথা থেকে কাল আমাকে ডাকাতি করে আনলে?
চন্দ্রমুখী বলিল, ডাকাতি করিনি—পথ থেকে শুধু কুড়িয়ে এনেছিলাম।",Shorot Chandro
"নিতান্তই একখানি সাদাসিধা কাপড় পরিয়া ঘরে ঢুকিয়াছিল। দেবদাস মুখপানে চাহিয়া হাসিয়া উঠিল, কোথা থেকে কাল আমাকে ডাকাতি করে আনলে?
চন্দ্রমুখী বলিল, ডাকাতি করিনি—পথ থেকে শুধু কুড়িয়ে এনেছিলাম।
দেবদাস হঠাৎ গম্ভীর হইয়া বলিয়া উঠিল, তা যেন হল, কিন্তু তোমার আবার এ-সব কি! কবে এলে? গায়ে যে গয়না ধরে না—দিলে কে?
চন্দ্রমুখী দেবদাসের মুখের প্রতি তীব্র দৃষ্টিপাত করিয়া বলিল, আবার!
দেবদাস হাসিয়া কহিল, না না – তা নয়; একটা তামাশা করতেও কি দোষ? এলে কবে?
চন্দ্রমুখী বলিল, দেড়-মাস হল।
দেবদাস মনে মনে যেন কি হিসাব করিল। পরে কহিল, আমাদের বাড়ি যখন গিয়েছিলে, তার পরেই এসেচ? চন্দ্ৰমুখী বিস্মিত হইয়া কহিল, তোমাদের বাড়ি গিয়েছিলাম—কি করে জানলে?",Shorot Chandro
"সে চলিয়া গেলে চন্দ্ৰমুখী বহুদিন পূর্বের মত আবার জানালার পার্শ্বে উপবেশন করিল। নির্নিমেষচক্ষে রাস্তার পানে চাহিয়া রহিল। এই তাহার কাজ; এই করিতে সে আসিয়াছে—যতদিন এখানে থাকিবে, ততদিন ইহাই করিবে। নূতন লোক কেহ হয়ত আসিতে চায়, দ্বার ঠেলাঠেলি করে; কেবলরাম মুখস্থর মত
ভিতর হইতে কহে – এখানে নয়।
পুরাতন পরিচিত কেহ বা আসিয়া উপস্থিত হয়। চন্দ্রমুখী বসাইয়া হাসিয়া কথা কহে, কথায় কথায় দেবদাসের কথা জিজ্ঞাসা করে। তাহারা বলিতে পারে না—অমনি বিদায় করিয়া দেয়। রাত্রি অধিক হইলে নিজে বাহির হইয়া পড়ে। পাড়ায় পাড়ায় দ্বারে দ্বারে ঘুরিয়া বেড়ায়। অলক্ষ্যে দ্বারে দ্বারে কান পাতিয়া কথাবার্তা শুনিতে চায়—নানা লোকে নানা কথা বলে, যাহা শুনিতে চায়, তাহা কিন্তু শোনা যায় না—কেহ বা মুখ ঢাকিয়া হঠাৎ মুখের কাছে আসিয়া উপস্থিত হয়—স্পর্শ করিবার জন্য হাত বাড়ায়— শশব্যস্ত চন্দ্রমুখী সরিয়া যায়। দুপুরবেলা পুরাতন পরিচিত সঙ্গিনীদের বাড়ি বেড়াইতে যায়। কথায় কথায় প্রশ্ন
করে, – কেহ দেবদাসকে জান?",Shorot Chandro
"তাহারা জিজ্ঞাসা করে, কে দেবদাস?
চন্দ্রমুখী উৎসুক হইয়া পরিচয় দিতে থাকে—গৌরবর্ণ, মাথায় কোঁকড়া চুল, কপালের বাঁ দিকে একটা কাটা দাগ, বড়লোক—অজস্র টাকা খরচ করে, কেউ চেন কি?
কেহই সন্ধান দিতে পারে না। হতাশ বিষণ্নমুখে চন্দ্রমুখী বাড়ি ফিরিয়া যায়। গভীর রাত্রি পর্যন্ত জাগিয়া রাস্তার পানে চাহিয়া থাকে। ঘুম পাইলে বিরক্ত হয়; মনে মনে কহে, এ কি তোমার ঘুমাইবার সময়?
ক্রমে একমাস অতীত হইল, কেবলরামও ব্যস্ত হইয়া উঠিল। চন্দ্রমুখীর নিজেরও সন্দেহ হইতে লাগিল, বুঝি সে এখানে নাই। তবুও আশায় ভর করিয়া দেবতার চরণে কায়মনে প্রার্থনা করিয়া দিনের পর দিন অতিবাহিত করিতে লাগিল।
কলিকাতা আসিবার পর দেড়মাস গত হইয়াছে। ",Shorot Chandro
"আজ রাত্রে তাহার অদৃষ্ট প্রসন্ন হইল। রাত্রি তখন এগারোটা—হতাশমনে বাড়ি ফিরিতেছিল, দেখিতে পাইল, পথের ধারে একটা ঘরের সম্মুখে একজন আপনার মনে কি বলিতেছে। চন্দ্রমুখীর বুকের মধ্যে ধড়াস করিয়া উঠিল। এ কণ্ঠস্বর যে পরিচিত! কোটি কোটি লোকের মধ্যেও চন্দ্রমুখী সে স্বর বুঝিতে পারিত। স্থানটা একটু অন্ধকার, তাহাতে আবার লোকটা অত্যন্ত মাতাল হইয়া উপুড় হইয়া পড়িয়া আছে। চন্দ্রমুখী নিকটে গিয়া হাত দিল— তুমি কে গা, এমন করে পড়ে আছ?
লোকটা সুর করিয়া বলিল, – শুন সই, মনের মানুষ কই; যদি পাই কানু হেন
চন্দ্রমুখীর আর সন্দেহ নাই, ডাকিল, দেবদাস?
দেবদাস সেইভাবে বলিল, উঁ।
এখানে পড়ে কেন, ঘরে যাবে?
না, বেশ আছি—
একটু মদ খাবে?
‘খাব' বলিয়া সে একেবারে চন্দ্রমুখীর গলা জড়াইয়া ধরিল, কহিল— এমন বন্ধু কে বাবা তুমি?
",Shorot Chandro
"ক্ষেত্রমণি ভাল করিয়া নজর দিয়া তাহার সর্বাঙ্গ নিরীক্ষণ করিয়া কহিল, তোমার গহনাগাঁটি কি হল দিদি? চন্দ্ৰমুখী হাসিয়া সংক্ষেপে বলিল, সব আছে।
সেই দিন মুদীর সহিত দেখা করিয়া কহিল, দয়াল, কত টাকা আমি পাব?
দয়াল বিপদে পড়িল—তা বাছা, প্রায় ষাট-সত্তর টাকা। আজ না হোক দু'দিন পরে দিব। তোমাকে কিছুই দিতে হবে না। যদি আমার কিছু কাজ করে দাও।
কি কাজ?
দু' দিন খাটতে হবে এই মাত্র। আমাদের পাড়ায় একটা বাড়ি ভাড়া করবে— বুঝলে? দয়াল হাসিয়া বলিল, বুঝেছি বাছা।
ভাল বাড়ি। বেশ ভাল বিছানা, বালিশ, চাদর, আলো, ছবি, দুটো চেয়ার, একটা টেবিল–বুঝলে?
দয়াল মাথা নাড়িল। আরশি, চিরুনি, রং-করা দু’জোড়া কাপড়, গায়ের জামা, আর—ভাল গিল্টির গয়না কোথায় পাওয়া যায় জান? দয়াল মুদী ঠিকানা বলিয়া দিল।",Shorot Chandro
"চন্দ্রমুখী কহিল, তবে তাও এক সেট ভাল দেখে কিনতে হবে- আমি সঙ্গে গিয়ে পছন্দ করে নেব। তারপর হাসিয়া কহিল, আমাদের যা চাই, জানো ত সব, — একজন ঝিও ঠিক করতে হবে।
দয়াল কহিল, কবে চাই বাছা?
যত শীঘ্ৰ হয় । দু'-তিন দিনের মধ্যে হলেই ভাল হয়। বলিয়া চন্দ্রমুখী তাহার হাতে একশত টাকার নোট দিয়া কহিল, — ভালো জিনিস নিয়ো, সস্তা করো না। তৃতীয় দিবসে সে নূতন বাটীতে চলিয়া গেল। সমস্ত দিন ধরিয়া কেবলরামকে লইয়া মনের মত করিয়া ঘর সাজাইল এবং সন্ধ্যার পূর্বে আপনি সাজিতে বসিল। সাবান দিয়া মুখ ধুইয়া তাহাতে পাউডার দিল, আলতা গুলিয়া পায়ে দিল, পান খাইয়া ওষ্ঠ রঞ্জিত করিল। তাহার পর সর্বাঙ্গে গহনা পরিয়া জামা আঁটিয়া রং-করা কাপড় পরিল; বহুদিন পরে চুল বাঁধিয়া আবার টিপ পরিল। আয়নায় মুখ দেখিয়া মনে মনে হাসিয়া বলিল, পোড়া অদৃষ্টে আরও কি আছে!
পাড়াগাঁয়ের ছেলে কেবলরাম সহসা এই অভিনব সাজসজ্জা, পোশাক-পরিচ্ছদ দেখিয়া ভীত হইয়া কহিল; দিদি, এ কি! চন্দ্ৰমুখী হাসিয়া বলিল, কেবল, আজ আমার বর আসবে।
কেবলরাম বিস্ময়ে চাহিয়া রহিল।
সন্ধ্যার পর ক্ষেত্রমণি বেড়াইতে আসিল, –দিদি, এ আবার কি?",Shorot Chandro
"বড়বৌ ঈষৎ হাসিয়া বলিলেন, আমার কাছে সব বাঁধা। ঠাকুরপো একেবারে ব’য়ে গেছে! কলকাতায় মদ-বেশ্যা এই নিয়েই আছে। কত টাকা উড়িয়ে দিলে তার কি আদি-অন্ত আছে!
চন্দ্রমুখীর মুখ শুকাইল, একটু থামিয়া জিজ্ঞাসা করিল, হাঁ মা, ছোটবাবু কি তাহলে বাড়িও আসেন না?
বড়বৌ বলিলেন, আসবে না কেন! যখন টাকার দরকার হয়, আসে। ধার করে, বিষয় দেয়— চলে যায়। এই মাস-দুই হল এসে বার হাজার টাকা নিয়ে গেছে। বাঁচবার আকারও নেই, গা-ময় কুচ্ছিত রোগ জন্মেচে—ছিঃ ছিঃ— চন্দ্রমুখী শিহরিয়া উঠিল—মলিনমুখে জিজ্ঞাসা করিল, তিনি কলকাতায় কোথায় থাকেন?
বড়বৌ কপালে একটা করাঘাত করিয়া হাসিমুখে কহিলেন, পোড়া দশা! তা কেউ কি জানে? কোথায় কোন্ হোটেলে খায়— যার তার বাড়িতে পড়ে থাকে—সেই জানে, – আর যম জানে।
চন্দ্ৰমুখী সহসা উঠিয়া দাঁড়াইয়া বলিল, আমি যাই—
বড়বৌ একটু আশ্চর্য হইয়া কহিলেন, যাবে? ওরে ও বিন্দু",Shorot Chandro
"চন্দ্ৰমুখী সহসা উঠিয়া দাঁড়াইয়া বলিল, আমি যাই—
বড়বৌ একটু আশ্চর্য হইয়া কহিলেন, যাবে? ওরে ও বিন্দু
চন্দ্ৰমুখী বাধা দিয়া বলিল, থাক মা, আমি আপনিই কাছারিতে যেতে পারব, বলিয়া ধীরে ধীরে চলিয়া গেল। বাটীর বাহির হইয়া দেখিল, ভৈরব অপেক্ষা করিয়া আছে—গো-শকট প্রস্তুত। সেই রাত্রে চন্দ্রমুখী বাটী ফিরিয়া আসিল। সকালবেলা ভৈরবকে আবার ডাকিয়া কহিল, ভৈরব, আমি আজ কলকাতায় যাব;
তুমি ত যেতে পারবে না, তাই তোমার ছেলেকে সঙ্গে নেব, কি বল?
তোমার ইচ্ছে। কিন্তু কলকাতায় কেন মা, বিশেষ কোন কাজ আছে কি?
হাঁ ভৈরব, বিশেষ কাজ আছে।
আবার কবে আসবে মা?
সে কথা বলতে পারিনে ভৈরব। হয়ত শীঘ্র ফিরে আসব, হয়ত-বা দেরি হবে। আর যদি না আসি, এ সব ঘরবাড়ি তোমার রইল ।",Shorot Chandro
"প্রথমে ভৈরব অবাক হইয়া গেল। তাহার পর তাহার দু'চোখ জলে ভরিয়া গেল। কহিল, ও কি কথা মা! তুমি না এলে এ গাঁয়ে লোক যে কেউ বাঁচবে না। চন্দ্রমুখী সজলচক্ষে মৃদু হাসিয়া বলিল, সেকি ভৈরব, আমি দু'বছর হল এখানে এসেছি। তার পূর্বে কি তোমরা বেঁচে ছিলে না? ইহার উত্তর মূর্খ ভৈরব দিতে পারিল না, কিন্তু চন্দ্রমুখী অন্তরে সমস্তই বুঝিল। ভৈরবের ছেলে কেব্‌লা শুধু সঙ্গে যাইবে। গাড়িতে আবশ্যক দ্রব্যাদি বোঝাই করিয়া উঠিবার সময় পাড়ার মেয়ে-পুরুষ সবাই দেখিতে আসিল, দেখিয়া কাঁদিতে লাগিল। চন্দ্রমুখীর নিজের চোখেও জল ধরে না। ছাই কলিকাতা! দেবদাসের জন্য না হইলে কলিকাতার রানীগিরি পাইবার জন্যও চন্দ্রমুখী এত ভালবাসা তুচ্ছ করিয়া যাইতে পারিত না।
পরদিন সে ক্ষেত্রমণির বাটীতে আসিয়া উপস্থিত হইল। তাহার পূর্বের বাসাতে এখন অন্য লোক আসিয়াছে। ক্ষেত্রমণি অবাক হইয়া গেল—দিদি যে! কোথায় ছিলে এতদিন? চন্দ্রমুখী সত্য গোপন করিয়া বলিল, এলাহাবাদে ছিলাম।",Shorot Chandro
"প্রকাশ্যে কহিল, ভৈরব, গাড়ি পাওয়া যায় না?
ভৈরব বলিল, যায় বৈ কি মা, গরুর গাড়ি ঠিক করব?
গাড়ি ঠিক করিতে আদেশ করিয়া চন্দ্রমুখী জমিদারবাটী প্রবেশ করিল ভৈরব গাড়ির বন্দোবস্তে অন্যদিকে গেল। অন্দরে উপরের বারান্দায় বড়বৌ (আজকাল জমিদারগৃহিণী) বসিয়া ছিলেন। একজন দাসী সেইখানে চন্দ্রমুখীকে
লইয়া উপস্থিত করিল । উভয়ে উভয়কে নিরীক্ষণ করিল।
চন্দ্রমুখী নমস্কার করিল। বড়বধূর দেহে অলঙ্কার ধরে না, চোখের কোণ দিয়া অহঙ্কার ফাটিয়া পড়িতেছে। ঠোঁট-দুটা ও দাঁতগুলা পান ও মিসিতে প্রায় কালো হইয়া গিয়াছে। একদিকের গাল উঁচু, বোধ হয় দোক্তা আর পানে ভরা আছে। এমন টান করিয়া চুল বাঁধা যে খোঁপাটা মাথার ডগায় উঠিয়াছে। দু'কানে ছোট বড় বিশ-ত্রিশটা মাকড়ি। নাকের একদিকে নাকচাবি, অপর দিকে মস্ত ফুটা—বোধ হয় শাশুড়ির আমলে তাহাতে নথ পরা হইত।
চন্দ্রমুখী দেখিল, বড়বৌয়ের বেশ মোটাসোটা মাজা-ঘষা দেহ, বর্ণ বেশ শ্যাম, বেশ ভাসা চোখ, গোল ধরনের মুখ—পরনে কালাপেড়ে শাড়ি, গায়ে একটা দামী জামা",Shorot Chandro
"সেইটা দেখিয়া চন্দ্রমুখীর ঘৃণা বোধ হইল। আর বড়বৌ দেখিলেন, চন্দ্রমুখীর বয়স হইলেও শরীরে রূপ ধরে না। দু'জনেই বোধ করি সমবয়সী, কিন্তু বড়বৌ মনে মনে তাহা স্বীকার করিলেন না। এ গ্রামে পার্বতী ভিন্ন অতখানি রূপ তিনি আর কাহারও দেখেন নাই। আশ্চর্য হইয়া জিজ্ঞাসা করিলেন, তুমি কে গা?
চন্দ্ৰমুখী কহিল, আমি আপনারই একজন প্রজা; কিছু খাজনা বাকী পড়েচে তাই দিতে এসেছি। বড়বৌ মনে মনে খুশী হইয়া বলিলেন, তা এখানে কেন? কাছারিবাড়ি যাও না।
চন্দ্ৰমুখী মৃদু হাসিয়া কহিল, মা, আমরা দুঃখী মানুষ, সব খাজনা ত দিতে পারিনে। শুনেচি, আপনার বড় দয়া; তাই আপনার কাছেই এসেচি, দয়া করে কিছু
মাপ করে দেন।
এরূপ কথা বড়বৌ জীবনে এই প্রথম শুনিলেন। তাঁর দয়া আছে, খাজনা মাপ করিতে পারেন—কাজেই চন্দ্রমুখী একেবারে প্রিয়পাত্রী হইয়া পড়িল। বড়বৌ
কহিলেন, তা বাছা, দিনের মধ্যে এমন কত টাকা আমাকে ছেড়ে দিতে হয়, কত লোক আমাকে ধরে; আমি না বলতে পারি না, এজন্য কর্তা আমার উপর কত
রাগ করেন। — তা তোমার কত টাকা বাকী পড়েছে?",Shorot Chandro
"বেশী নয় মা, মোটে দু'টাকা; কিন্তু আমাদের কাছে তাই যেন পাহাড়; সমস্ত দিন আজ পথ চলে এসেছি। বড়বৌ কহিলেন, আহা, তোমরা দুঃখী লোক, আমাদের দয়া করাই উচিত। ও বিন্দু, একে বাইরে নিয়ে যা, দেওয়ানমশাইকে আমার নাম করে বলে দে, যেন দু'টাকা মাপ করা হয়। তা বাছা, তোমার বাড়ি কোথায়?
চন্দ্রমুখী বলিল, আপনারই রাজত্বে— ওই অশথঝুরি গাঁয়ে। আচ্ছা মা, কর্তারা এখন দু’শরিক, না? বড়বৌ বলিলেন, পোড়া কপাল! ছোট শরিক আর কি আছে? দু'দিন পরে আমারই সব হবে। চন্দ্ৰমুখী উদ্বিগ্ন হইয়া জিজ্ঞাসা করিল, কেন মা? ছোটবাবুর বুঝি ধার-কর্জ?",Shorot Chandro
"চন্দ্রমুখী আশীর্বাদ করে। আবার হয়ত ভাল ফসল হয় না, খাজনার তাগাদা পড়ে—আবার আসিয়া হাত পাতিয়া দাঁড়ায় – চন্দ্রমুখী আবার দেয়। মনে মনে
হাসিয়া বলে, তিনি বাঁচিয়া থাকুন, আমার টাকার ভাবনা কি!
কিন্তু তিনি কোথায়! প্রায় ছয় মাস হইল, সে কোন সংবাদ পায় নাই। চিঠি লিখিলে জবাব আসে না, রেজেষ্ট্রি করিয়া দিলে ফিরিয়া আসে। একঘর গয়লাকে চন্দ্রমুখী নিজের বাটীর কাছে বসাইয়াছে, তাহার পুত্রের বিবাহে সাড়ে দশ গণ্ডা টাকা পণ দিয়াছে, একজোড়া লাঙ্গল কিনিয়া দিয়াছে। তাহারা সপরিবারে চন্দ্রমুখীর আশ্রিত এবং নিতান্ত অনুগত। একদিন সকালবেলা চন্দ্রমুখী ভৈরব গয়লাকে ডাকিয়া কহিল, ভৈরব, তালসোনাপুর এখান থেকে কতদূর জানো?
ভৈরব চিন্তা করিয়া কহিল, দুটো মাঠ পার হলেই কাছারি। চন্দ্রমুখী প্রশ্ন করিল, সেখানে বুঝি জমিদার থাকেন?
ভৈরব কহিল, হাঁ, তিনি মুলুকের জমিদার। এ গাঁও তাঁর। আজ তিন বছর হল তিনি স্বর্গে গিয়াছেন; যত প্রজা একমাস ধরে সেখানে নুচিমণ্ডা খেয়েছিল। এখন তাঁর দুই ছেলে আছে, মস্ত বড়লোক—রাজা।
চন্দ্রমুখী কহিল, ভৈরব, আমাকে সেখানে নিয়ে যেতে পার?",Shorot Chandro
"ভৈরব বলিল, কেন পারব না মা, যেদিন ইচ্ছা চল। চন্দ্ৰমুখী উৎসুক হইয়া বলিল, তবে চল না কেন ভৈরব, আমরা আজই যাই ।
ভৈরব বিস্মিত হইয়া কহিল, আজই? তারপর চন্দ্রমুখীর মুখের প্রতি লক্ষ্য করিয়া বলিল, তা হলে মা তুমি শিগগির রান্না করে নাও, আমিও দুটো মুড়ি বেঁধে নিই।
চন্দ্রমুখী বলিল, আমি আর রান্না করব না ভৈরব, তুমি মুড়ি বেঁধে নাও।
ভৈরব বাড়ি গিয়া কিছু মুড়ি ও গুড় চাদরে বাঁধিয়া কাঁধে ফেলিল। একগাছা লাঠি হাতে লইয়া ক্ষণকাল পরে ফিরিয়া আসিয়া বলিল, তবে চল; কিন্তু তুমি
কিছু খাবে না মা? চন্দ্রমুখী বলিল, না ভৈরব, আমার এখনো পূজা-আহ্নিক হয়নি; যদি সময় পাই ত সেখানে গিয়ে ও-সব করব।
ভৈরব আগে আগে পথ দেখাইয়া চলিল। পিছনে চন্দ্রমুখী বহু কষ্টে আলের উপর দিয়া চলিতে লাগিল।",Shorot Chandro
"অনভ্যস্ত কোমল পা-দুটি ক্ষতবিক্ষত হইয়া রক্তাক্ত হইল, রৌদ্রে সমস্ত মুখ আরক্ত হইয়া উঠিল। স্নানাহার কিছুই হয় নাই; তবু চন্দ্রমুখী মাঠের পর মাঠ পার হইয়া চলিতে লাগিল। মাঠের কৃষকেরা আশ্চর্য হইয়া মুখপানে চাহিয়া রহিল।
চন্দ্রমুখীর পরিধানে একখানা লালপেড়ে কাপড়, হাতে দু’গাছা বালা, মাথায় কপালের উপর পর্যন্ত আধ-ঘোমটা; সমস্ত দেহ একখানা মোটা বিছানার চাদরে আবৃত। সূর্যদেবের অস্ত যাইতে যখন আর অধিক বিলম্ব নাই,সেই সময়ে দুইজনে গ্রামে আসিয়া উপস্থিত হইল। চন্দ্রমুখী ঈষৎ হাসিয়া কহিল, ভৈরব, তোমার দুটো মাঠ এতক্ষণে কি শেষ হল?
ভৈরব পরিহাসটা বুঝিতে না পারিয়া সরলভাবে বলিল, মাঠাকরুন, এইবার এসেচি; কিন্তু তোমাদের এই সুখী শরীরে আজ কি আর ফিরে যেতে পারবে? চন্দ্রমুখী মনে মনে বলিল, আজ কেন, কালও বোধ করি এ পথ হাঁটতে পারব না।",Shorot Chandro
"আজ প্রায় ছয়-সাতদিন হইল, সে এখানে আসিয়াছে। তুমি ত জান, জমিদারগৃহিণী কাশীবাসী হইয়াছেন, আর দেবদাস কলিকাতাবাসী হইয়াছে। বাড়ি আসিয়াছে শুধু দাদার সহিত কলহ করিতে, আর টাকা লইতে। শুনিলাম, এমন সে মধ্যে মধ্যে আসে; যতদিন টাকার যোগাড় না হয়, ততদিন থাকে,—টাকা পাইলেই চলিয়া যায়।
তাহার পিতা মরিয়াছেন আজ আড়াই বছর হইল। শুনিয়া আশ্চর্য হইবে, এইটুকু সময়ের মধ্যে সে নাকি তাহার অর্ধেক বিষয় উড়াইয়া দিয়াছে। দ্বিজদাস নাকি বড় হিসাবী লোক, তাই কোনমতে পৈতৃক সম্পত্তি নিজে রাখিয়াছে, না হইলে এতদিনে পাঁচজন লুটিয়া লইত। মদ ও বেশ্যায় সর্বস্বান্ত হইতেছে, কে তাহাকে রক্ষা করিবে? এক পারে যম! আর তারও বোধ হয় বেশী দেরি নাই। সর্বরক্ষা—যে বিবাহ করেনি।
আহা, দুঃখও হয়। সে সোনার বর্ণ নাই, সে রূপ নাই, সে শ্রী নাই—এ যেন আর কেহ! রুক্ষ চুলগুলা বাতাসে উড়িতেছে, চোখ কোটরে ঢুকিয়াছে, নাক যেন খাঁড়ার মত উদ্যত হইয়া উঠিয়াছে। ",Shorot Chandro
